"TimeInt";"TimeStr";"B_MASA1";"B_MASA2";"B_MASA_3";"B_MASA_4";"CAUDAL_1";"CAUDAL_2";"CAUDAL_ACUMUL.1";"CAUDAL_ACUMUL.2";"DECANTER";"DEC_HORAS_PARCIAL";"DEC_HORAS_TOTAL";"INT_MD";"PAR_BD";"RPM_BD";"RPM_DIF";"RPM_MD";"T_ROD_ALIM";"T_ROD_SAL";"VIBRAC"
1713226395;"16/04/2024 00:13:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;43;0.1757812
1713226455;"16/04/2024 00:14:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;43;0.2050781
1713226515;"16/04/2024 00:15:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;43;0.1660156
1713226575;"16/04/2024 00:16:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;43;0.15625
1713226635;"16/04/2024 00:17:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;42.75;0.1855469
1713226695;"16/04/2024 00:18:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.75;42.75;0.1757812
1713226755;"16/04/2024 00:19:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.75;0.1757812
1713226815;"16/04/2024 00:20:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.75;0.2050781
1713226875;"16/04/2024 00:21:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.75;0.1953125
1713226935;"16/04/2024 00:22:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.75;0.1757812
