"TimeInt";"TimeStr";"B_MASA1";"B_MASA2";"B_MASA_3";"B_MASA_4";"CAUDAL_1";"CAUDAL_2";"CAUDAL_ACUMUL.1";"CAUDAL_ACUMUL.2";"DECANTER";"DEC_HORAS_PARCIAL";"DEC_HORAS_TOTAL";"INT_MD";"PAR_BD";"RPM_BD";"RPM_DIF";"RPM_MD";"T_ROD_ALIM";"T_ROD_SAL";"VIBRAC"
1713226995;"16/04/2024 00:23:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.5;0.1953125
1713227055;"16/04/2024 00:24:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.5;0.1660156
1713227115;"16/04/2024 00:25:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.5;0.2050781
1713227175;"16/04/2024 00:26:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.75;0.1757812
1713227235;"16/04/2024 00:27:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.5;42.5;0.1757812
1713227295;"16/04/2024 00:28:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.5;0.1953125
1713227355;"16/04/2024 00:29:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.5;0.1953125
1713227415;"16/04/2024 00:30:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.25;0.1660156
1713227475;"16/04/2024 00:31:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.25;0.2148438
1713227535;"16/04/2024 00:32:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.25;0.1757812
1713227595;"16/04/2024 00:33:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.25;0.1855469
1713227655;"16/04/2024 00:34:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43.25;42.25;0.1757812
1713227715;"16/04/2024 00:35:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42.25;0.1855469
1713227775;"16/04/2024 00:36:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42;0.1953125
1713227835;"16/04/2024 00:37:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42.25;0.1855469
1713227895;"16/04/2024 00:38:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42;0.2148438
1713227955;"16/04/2024 00:39:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42;0.1953125
1713228015;"16/04/2024 00:40:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;42;0.1757812
1713228075;"16/04/2024 00:41:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;43;42;0.1757812
1713228135;"16/04/2024 00:42:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.75;0.1953125
1713228195;"16/04/2024 00:43:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.75;0.2246094
1713228255;"16/04/2024 00:44:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.75;0.2050781
1713228315;"16/04/2024 00:45:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.75;0.1757812
1713228375;"16/04/2024 00:46:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1953125
1713228435;"16/04/2024 00:47:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1660156
1713228495;"16/04/2024 00:48:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1855469
1713228555;"16/04/2024 00:49:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.2050781
1713228615;"16/04/2024 00:50:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1464844
1713228675;"16/04/2024 00:51:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1660156
1713228735;"16/04/2024 00:52:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.75;41.5;0.1660156
1713228795;"16/04/2024 00:53:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.5;0.1855469
1713228855;"16/04/2024 00:54:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.5;0.1855469
1713228915;"16/04/2024 00:55:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.5;0.1855469
1713228975;"16/04/2024 00:56:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.5;0.1660156
1713229035;"16/04/2024 00:57:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.5;0.1757812
1713229095;"16/04/2024 00:58:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.25;0.2050781
1713229155;"16/04/2024 00:59:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41.25;0.1855469
1713229215;"16/04/2024 01:00:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.5;41.25;0.1757812
1713229275;"16/04/2024 01:01:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41.25;0.1953125
1713229335;"16/04/2024 01:02:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41.25;0.1757812
1713229395;"16/04/2024 01:03:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41.25;0.1757812
1713229455;"16/04/2024 01:04:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41.25;0.2050781
1713229515;"16/04/2024 01:05:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41;0.1855469
1713229575;"16/04/2024 01:06:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41;0.1953125
1713229635;"16/04/2024 01:07:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41;0.1855469
1713229695;"16/04/2024 01:08:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;41;0.1855469
1713229755;"16/04/2024 01:09:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41;0.2246094
1713229815;"16/04/2024 01:10:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42.25;41;0.2050781
1713229875;"16/04/2024 01:11:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;40.75;0.1757812
1713229935;"16/04/2024 01:12:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;40.75;0.15625
1713229995;"16/04/2024 01:13:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;41;0.1660156
1713230055;"16/04/2024 01:14:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;40.75;0.1953125
1713230115;"16/04/2024 01:15:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;42;40.75;0.1953125
1713230175;"16/04/2024 01:16:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.75;0.1855469
1713230235;"16/04/2024 01:17:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.75;0.1757812
1713230295;"16/04/2024 01:18:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.75;0.2050781
1713230355;"16/04/2024 01:19:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.5;0.15625
1713230415;"16/04/2024 01:20:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.5;0.15625
1713230475;"16/04/2024 01:21:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.5;0.1953125
1713230535;"16/04/2024 01:22:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.5;0.1660156
1713230595;"16/04/2024 01:23:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.5;0.1855469
1713230655;"16/04/2024 01:24:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.25;0.1757812
1713230715;"16/04/2024 01:25:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.75;40.25;0.1855469
1713230776;"16/04/2024 01:26:16";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.5;0.1855469
1713230836;"16/04/2024 01:27:16";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1855469
1713230895;"16/04/2024 01:28:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1757812
1713230955;"16/04/2024 01:29:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.15625
1713231015;"16/04/2024 01:30:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1855469
1713231075;"16/04/2024 01:31:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1757812
1713231135;"16/04/2024 01:32:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1953125
1713231195;"16/04/2024 01:33:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40.25;0.1757812
1713231255;"16/04/2024 01:34:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40;0.1757812
1713231315;"16/04/2024 01:35:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40;0.15625
1713231375;"16/04/2024 01:36:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40;0.1855469
1713231435;"16/04/2024 01:37:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;40;0.1855469
1713231495;"16/04/2024 01:38:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.5;40;0.2050781
1713231555;"16/04/2024 01:39:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;40;0.2050781
1713231615;"16/04/2024 01:40:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1757812
1713231675;"16/04/2024 01:41:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.2050781
1713231735;"16/04/2024 01:42:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1757812
1713231795;"16/04/2024 01:43:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1660156
1713231855;"16/04/2024 01:44:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1855469
1713231915;"16/04/2024 01:45:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1855469
1713231975;"16/04/2024 01:46:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41.25;39.75;0.1953125
1713232035;"16/04/2024 01:47:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.75;0.1855469
1713232095;"16/04/2024 01:48:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.1757812
1713232155;"16/04/2024 01:49:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.1757812
1713232215;"16/04/2024 01:50:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.1855469
1713232275;"16/04/2024 01:51:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.1953125
1713232335;"16/04/2024 01:52:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.15625
1713232395;"16/04/2024 01:53:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.2050781
1713232455;"16/04/2024 01:54:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.5;0.1660156
1713232515;"16/04/2024 01:55:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;41;39.5;0.1953125
1713232575;"16/04/2024 01:56:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.2050781
1713232635;"16/04/2024 01:57:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.2050781
1713232695;"16/04/2024 01:58:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.1855469
1713232755;"16/04/2024 01:59:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.1855469
1713232815;"16/04/2024 02:00:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.1660156
1713232876;"16/04/2024 02:01:16";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.1660156
1713232935;"16/04/2024 02:02:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.1855469
1713232995;"16/04/2024 02:03:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39.25;0.15625
1713233055;"16/04/2024 02:04:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.75;39;0.1953125
1713233115;"16/04/2024 02:05:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39.25;0.1757812
1713233175;"16/04/2024 02:06:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39;0.1953125
1713233235;"16/04/2024 02:07:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39;0.2246094
1713233295;"16/04/2024 02:08:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39;0.1953125
1713233355;"16/04/2024 02:09:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39;0.15625
1713233415;"16/04/2024 02:10:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;39;0.1855469
1713233475;"16/04/2024 02:11:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;38.75;0.1953125
1713233535;"16/04/2024 02:12:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;38.75;0.1855469
1713233595;"16/04/2024 02:13:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.5;38.75;0.2246094
1713233655;"16/04/2024 02:14:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1953125
1713233715;"16/04/2024 02:15:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1660156
1713233775;"16/04/2024 02:16:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1757812
1713233835;"16/04/2024 02:17:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.2050781
1713233895;"16/04/2024 02:18:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1757812
1713233955;"16/04/2024 02:19:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.5;0.1855469
1713234015;"16/04/2024 02:20:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1660156
1713234075;"16/04/2024 02:21:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.75;0.1855469
1713234135;"16/04/2024 02:22:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.5;0.1953125
1713234195;"16/04/2024 02:23:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.5;0.1757812
1713234255;"16/04/2024 02:24:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40.25;38.5;0.1660156
1713234315;"16/04/2024 02:25:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.5;0.1953125
1713234375;"16/04/2024 02:26:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.5;0.1757812
1713234435;"16/04/2024 02:27:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.1855469
1713234495;"16/04/2024 02:28:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.5;0.2050781
1713234555;"16/04/2024 02:29:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.5;0.1953125
1713234615;"16/04/2024 02:30:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.5;0.1855469
1713234675;"16/04/2024 02:31:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.1660156
1713234735;"16/04/2024 02:32:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.2050781
1713234795;"16/04/2024 02:33:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.2050781
1713234855;"16/04/2024 02:34:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.1757812
1713234915;"16/04/2024 02:35:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38;0.1855469
1713234975;"16/04/2024 02:36:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38.25;0.1855469
1713235035;"16/04/2024 02:37:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.1855469
1713235095;"16/04/2024 02:38:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;40;38;0.1660156
1713235155;"16/04/2024 02:39:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.1855469
1713235215;"16/04/2024 02:40:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.1757812
1713235275;"16/04/2024 02:41:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;37.75;0.1953125
1713235335;"16/04/2024 02:42:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.15625
1713235395;"16/04/2024 02:43:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.1757812
1713235455;"16/04/2024 02:44:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.75;38;0.2148438
1713235515;"16/04/2024 02:45:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;38;0.1855469
1713235575;"16/04/2024 02:46:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;38;0.1855469
1713235635;"16/04/2024 02:47:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.1757812
1713235695;"16/04/2024 02:48:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.2050781
1713235755;"16/04/2024 02:49:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.1953125
1713235815;"16/04/2024 02:50:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.1660156
1713235875;"16/04/2024 02:51:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.1757812
1713235935;"16/04/2024 02:52:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.75;0.1660156
1713235995;"16/04/2024 02:53:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.5;37.5;0.1953125
1713236055;"16/04/2024 02:54:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.1757812
1713236115;"16/04/2024 02:55:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.2050781
1713236175;"16/04/2024 02:56:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.1757812
1713236235;"16/04/2024 02:57:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.1855469
1713236295;"16/04/2024 02:58:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.1855469
1713236355;"16/04/2024 02:59:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.2050781
1713236415;"16/04/2024 03:00:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.2050781
1713236475;"16/04/2024 03:01:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.2148438
1713236535;"16/04/2024 03:02:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.234375
1713236595;"16/04/2024 03:03:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.2246094
1713236655;"16/04/2024 03:04:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.25;0.1757812
1713236715;"16/04/2024 03:05:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.25;0.1953125
1713236775;"16/04/2024 03:06:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39.25;37.5;0.15625
1713236835;"16/04/2024 03:07:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.1953125
1713236895;"16/04/2024 03:08:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.1855469
1713236955;"16/04/2024 03:09:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.2148438
1713237015;"16/04/2024 03:10:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.1464844
1713237075;"16/04/2024 03:11:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.2050781
1713237135;"16/04/2024 03:12:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37.25;0.1660156
1713237195;"16/04/2024 03:13:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.1953125
1713237255;"16/04/2024 03:14:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.1855469
1713237315;"16/04/2024 03:15:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.2050781
1713237375;"16/04/2024 03:16:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.1855469
1713237435;"16/04/2024 03:17:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.1464844
1713237495;"16/04/2024 03:18:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;39;37;0.1660156
1713237555;"16/04/2024 03:19:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1855469
1713237615;"16/04/2024 03:20:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1855469
1713237675;"16/04/2024 03:21:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.2050781
1713237735;"16/04/2024 03:22:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1660156
1713237795;"16/04/2024 03:23:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1757812
1713237855;"16/04/2024 03:24:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.2050781
1713237915;"16/04/2024 03:25:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1757812
1713237975;"16/04/2024 03:26:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1660156
1713238035;"16/04/2024 03:27:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1660156
1713238095;"16/04/2024 03:28:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1953125
1713238155;"16/04/2024 03:29:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.5;0.2050781
1713238215;"16/04/2024 03:30:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.75;0.1953125
1713238275;"16/04/2024 03:31:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.75;36.75;0.1660156
1713238335;"16/04/2024 03:32:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.75;0.2148438
1713238395;"16/04/2024 03:33:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.1757812
1713238455;"16/04/2024 03:34:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.2050781
1713238515;"16/04/2024 03:35:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.2246094
1713238575;"16/04/2024 03:36:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.1855469
1713238636;"16/04/2024 03:37:16";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.1855469
1713238695;"16/04/2024 03:38:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.1953125
1713238755;"16/04/2024 03:39:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.5;0.1660156
1713238815;"16/04/2024 03:40:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.5;36.25;0.1855469
1713238875;"16/04/2024 03:41:15";0;0;0;0;0;0;1858440;82167163;0;848;7838;0;0;0;0;0;38.25;36.25;0.234375
